時間,開盤價,最高價,最低價,收盤價,外資及陸資交易買口,外資及陸資交易賣口,外資及陸資交易淨口,投信交易買口,投信交易賣口,投信交易淨口,自營商交易買口,自營商交易賣口,自營商交易淨口,外資及陸資未平倉買口,外資及陸資未平倉賣口,外資及陸資未平倉淨口,投信未平倉買口,投信未平倉賣口,投信未平倉淨口,自營商未平倉買口,自營商未平倉賣口,自營商未平倉淨口,前十大法人買口,前十大法人賣口,前十大特定法人買口,前十大特定法人賣口,前五大法人買口,前五大法人賣口,前五大特定法人買口,前五大特定法人賣口
2017-04-07,9903,9905,9772,9861,60135口,66070口,-5935口,307口,1228口,-921口,31276口,28173口,3103口,68019口,23297口,44722口,1778口,38044口,-36266口,8742口,8081口,661口,67028口,58769口,59300口,53636口,50410口,48773口,50410口,46160口
2017-04-10,9868,9892,9843,9875,28415口,26863口,1552口,179口,91口,88口,11846口,11237口,609口,68267口,21611口,46656口,1773口,37951口,-36178口,9336口,8032口,1304口,66610口,57149口,58865口,52332口,49947口,47598口,49947口,42781口
2017-04-11,9866,9895,9807,9817,44007口,43956口,51口,215口,475口,-260口,24200口,26850口,-2650口,69036口,22436口,46600口,1714口,38152口,-36438口,8104口,9452口,-1348口,66869口,59443口,58395口,53495口,49881口,49203口,49881口,43255口
2017-04-12,9818,9830,9776,9814,36169口,32996口,3173口,87口,150口,-63口,17300口,19939口,-2639口,71493口,21574口,49919口,1678口,38179口,-36501口,5683口,9699口,-4016口,66019口,57963口,63361口,53199口,49719口,48146口,49719口,45484口
2017-04-13,9802,9869,9792,9845,49512口,47113口,2399口,5542口,5185口,357口,22224口,22620口,-396口,73383口,21322口,52061口,1742口,37886口,-36144口,7430口,12015口,-4585口,67313口,59722口,64712口,52375口,49757口,48627口,49757口,45904口
2017-04-14,9806,9808,9711,9716,40827口,49372口,-8545口,8353口,7335口,1018口,32125口,30514口,1611口,69789口,24438口,45351口,1669口,38795口,-37126口,6845口,9504口,-2659口,63955口,59266口,59287口,54672口,48357口,49075口,48357口,49075口
2017-04-17,9740,9754,9680,9721,82289口,81502口,787口,20142口,20281口,-139口,27994口,27028口,966口,72113口,25913口,46200口,1599口,38864口,-37265口,7559口,9151口,-1592口,64308口,61170口,61815口,56106口,48007口,50637口,48007口,47939口
2017-04-18,9757,9772,9721,9736,67177口,72862口,-5685口,8657口,8530口,127口,22507口,18519口,3988口,69025口,28543口,40482口,1615口,38753口,-37138口,11241口,8850口,2391口,67045口,62639口,61069口,57630口,50041口,50982口,50041口,50982口
2017-04-19,9700,9707,9632,9639,44958口,50682口,-5724口,734口,1437口,-703口,33686口,31078口,2608口,59086口,22079口,37007口,1711口,39534口,-37823口,6831口,5863口,968口,56310口,59703口,51612口,55935口,43487口,51623口,43487口,51623口
2017-04-20,9598,9640,9584,9615,33507口,31107口,2400口,131口,199口,-68口,12914口,13564口,-650口,60069口,20906口,39163口,1737口,39628口,-37891口,6873口,6649口,224口,56015口,59186口,51249口,55316口,43367口,51057口,43367口,51057口
2017-04-21,9665,9706,9655,9698,29393口,24257口,5136口,1105口,53口,1052口,16562口,16662口,-100口,61067口,17099口,43968口,1869口,38708口,-36839口,8780口,8455口,325口,56707口,56423口,51225口,48626口,43822口,47935口,43822口,43458口
2017-04-24,9747,9766,9684,9706,32738口,34786口,-2048口,789口,102口,687口,16251口,17014口,-763口,61175口,19220口,41955口,2101口,38253口,-36152口,8333口,8903口,-570口,57378口,58211口,51769口,49904口,44320口,48637口,44320口,45978口
2017-04-25,9746,9827,9728,9814,43579口,35579口,8000口,1039口,75口,964口,21793口,19983口,1810口,65608口,15666口,49942口,2176口,37365口,-35189口,11105口,9800口,1305口,60336口,57375口,54268口,48098口,46118口,48870口,46118口,43496口
2017-04-26,9855,9871,9826,9842,33325口,32779口,546口,701口,118口,583口,16304口,18896口,-2592口,67115口,16455口,50660口,2204口,36810口,-34606口,8654口,9971口,-1317口,60374口,57594口,57101口,48230口,46710口,49135口,46710口,43517口
2017-04-27,9829,9850,9808,9838,28528口,27693口,835口,146口,206口,-60口,10936口,11366口,-430口,68538口,16960口,51578口,2200口,36866口,-34666口,8471口,10236口,-1765口,62950口,57841口,57514口,48764口,46330口,48588口,46330口,41022口
2017-04-28,9847,9884,9834,9856,32944口,31774口,1170口,331口,54口,277口,14387口,13518口,869口,70773口,17823口,52950口,2244口,36633口,-34389口,8768口,9594口,-826口,64657口,58369口,58942口,50471口,47657口,48723口,47657口,43114口
2017-05-02,9899,9950,9897,9930,33717口,29114口,4603口,717口,111口,606口,17355口,18824口,-1469口,74956口,17412口,57544口,2325口,36108口,-33783口,10366口,12581口,-2215口,65622口,60191口,58733口,48632口,47092口,50634口,47092口,40602口
2017-05-03,9946,9966,9934,9937,20211口,20223口,-12口,89口,63口,26口,12311口,12929口,-618口,75470口,17776口,57694口,2362口,36119口,-33757口,10382口,13231口,-2849口,66143口,60818口,59069口,50232口,47650口,51377口,47650口,43072口
2017-05-04,9951,9965,9918,9959,24403口,23732口,671口,49口,94口,-45口,13060口,10321口,2739口,75945口,17482口,58463口,2341口,36143口,-33802口,12370口,12463口,-93口,67528口,60465口,59826口,50288口,48519口,51326口,48519口,43076口
2017-05-05,9946,9951,9879,9886,28486口,31738口,-3252口,62口,1159口,-1097口,16450口,17828口,-1378口,72983口,17819口,55164口,2185口,37084口,-34899口,10284口,11733口,-1449口,66220口,60340口,59016口,50886口,47642口,50899口,47642口,43485口
2017-05-08,9929,9959,9895,9921,28733口,30452口,-1719口,187口,93口,94口,14844口,13245口,1599口,71296口,17429口,53867口,2276口,37081口,-34805口,11223口,11085口,138口,65856口,60070口,55242口,50761口,47152口,50801口,47152口,43391口
2017-05-09,9916,9994,9898,9902,51060口,48894口,2166口,280口,327口,-47口,26155口,27755口,-1600口,73906口,17798口,56108口,2183口,37035口,-34852口,11250口,12724口,-1474口,66557口,61609口,55872口,51180口,47426口,52017口,47426口,43583口
2017-05-10,9938,9959,9918,9948,29037口,27380口,1657口,473口,271口,202口,15481口,14146口,1335口,75280口,17004口,58276口,2171口,36821口,-34650口,12873口,12923口,-50口,66734口,61157口,54822口,50559口,45643口,51680口,45643口,43302口
2017-05-11,9962,9997,9946,9988,39407口,38304口,1103口,4649口,4189口,460口,21015口,18054口,2961口,76203口,16527口,59676口,2179口,36369口,-34190口,15853口,12965口,2888口,70124口,61747口,56285口,50585口,46435口,51909口,46435口,40747口
2017-05-12,9982,9996,9966,9981,31883口,31480口,403口,6164口,6196口,-32口,10705口,11843口,-1138口,76507口,16487口,60020口,2133口,36355口,-34222口,14811口,13250口,1561口,69892口,61763口,60311口,50629口,46929口,51881口,46929口,40747口
2017-05-15,9990,10031,9975,10025,74801口,74820口,-19口,20333口,20368口,-35口,21138口,20531口,607口,81656口,21650口,60006口,2142口,36415口,-34273口,16501口,13942口,2559口,71487口,63657口,61464口,52605口,46887口,51975口,46887口,43877口
2017-05-16,10040,10054,10000,10021,58572口,60592口,-2020口,6798口,6835口,-37口,22411口,25728口,-3317口,80979口,22856口,58123口,2085口,36395口,-34310口,14513口,15284口,-771口,72836口,67698口,59908口,53335口,50515口,55255口,50515口,45749口
2017-05-17,9993,10022,9975,10000,39226口,37308口,1918口,1087口,1294口,-207口,24266口,24393口,-127口,73767口,13979口,59788口,2025口,36499口,-34474口,7339口,11308口,-3969口,66093口,58171口,63409口,48626口,47452口,48533口,47452口,43257口
2017-05-18,9903,9958,9878,9951,42441口,38850口,3591口,127口,927口,-800口,17777口,18730口,-953口,77638口,14287口,63351口,1696口,36970口,-35274口,8365口,13278口,-4913口,66202口,58795口,63400口,47819口,46617口,48581口,46617口,42542口
2017-05-19,9968,9973,9931,9932,22031口,25889口,-3858口,111口,91口,20口,9766口,9526口,240口,75224口,15683口,59541口,1707口,36961口,-35254口,8491口,13224口,-4733口,65548口,59259口,60313口,48590口,45891口,48411口,45891口,42330口
2017-05-22,9965,9980,9942,9974,26956口,27002口,-46口,518口,650口,-132口,13654口,10065口,3589口,74338口,14968口,59370口,1945口,37331口,-35386口,11458口,12635口,-1177口,65103口,58595口,59075口,48460口,45118口,48460口,45118口,42836口
2017-05-23,9984,10017,9968,9994,34181口,31754口,2427口,138口,125口,13口,13640口,13872口,-232口,76727口,15032口,61695口,1880口,37253口,-35373口,11256口,12748口,-1492口,66927口,58464口,60863口,48508口,45253口,48582口,45253口,42837口
2017-05-24,10007,10030,9998,10020,25068口,23971口,1097口,48口,77口,-29口,12447口,11737口,710口,78116口,15318口,62798口,1885口,37287口,-35402口,12025口,12800口,-775口,68732口,58774口,65805口,48413口,46685口,48920口,46685口,42892口
2017-05-25,10042,10110,10040,10107,34951口,28808口,6143口,779口,150口,629口,14557口,15902口,-1345口,84605口,15788口,68817口,2041口,36814口,-34773口,12406口,14494口,-2088口,72754口,60669口,69573口,48814口,49674口,49376口,49674口,42393口
2017-05-26,10130,10131,10080,10093,30892口,36055口,-5163口,42口,244口,-202口,13269口,14889口,-1620口,80759口,17055口,63704口,1946口,36921口,-34975口,10741口,14430口,-3689口,69791口,61276口,66630口,49493口,49563口,49330口,49563口,42486口
2017-05-31,10085,10105,10023,10029,33466口,40019口,-6553口,64口,1019口,-955口,17083口,15895口,1188口,78492口,21293口,57199口,1607口,37537口,-35930口,10547口,13037口,-2490口,70156口,62927口,63381口,53857口,50427口,50399口,50427口,46708口
2017-06-01,10030,10075,10023,10070,26591口,28363口,-1772口,639口,155口,484口,12476口,8943口,3533口,76635口,21318口,55317口,1617口,37063口,-35446口,12630口,11666口,964口,68326口,61801口,60769口,53223口,47234口,49795口,47234口,46139口
2017-06-02,10113,10137,10105,10134,31091口,30501口,590口,991口,63口,928口,12865口,12188口,677口,76190口,20219口,55971口,2059口,36577口,-34518口,13797口,12094口,1703口,68530口,60056口,60811口,51802口,47231口,49389口,47231口,45669口
2017-06-03,10147,10160,10137,10156,1741口,1232口,509口,37口,79口,-42口,4978口,5277口,-299口,76434口,19957口,56477口,2011口,36571口,-34560口,13853口,12462口,1391口,68375口,60219口,57523口,51802口,47231口,49481口,47231口,45669口
2017-06-05,10148,10207,10115,10202,31823口,30981口,842口,657口,182口,475口,16651口,13785口,2866口,77015口,19649口,57366口,2002口,36087口,-34085口,15701口,11444口,4257口,68413口,59731口,56844口,51212口,47083口,49892口,47083口,42806口
2017-06-06,10196,10206,10184,10185,19646口,20560口,-914口,64口,161口,-97口,8565口,8883口,-318口,76567口,20176口,56391口,1942口,36124口,-34182口,15509口,11570口,3939口,67543口,59878口,55645口,52554口,46371口,50130口,46371口,42806口
2017-06-07,10180,10229,10165,10191,34683口,33541口,1142口,163口,98口,65口,15887口,17727口,-1840口,77618口,20090口,57528口,2028口,36145口,-34117口,14498口,12394口,2104口,67104口,60569口,58837口,51442口,45635口,50076口,45635口,42781口
2017-06-08,10204,10218,10184,10212,24188口,24540口,-352口,56口,18口,38口,11088口,8479口,2609口,78295口,21155口,57140口,2058口,36136口,-34078口,16397口,11722口,4675口,68332口,61405口,59035口,52497口,45381口,49903口,45381口,42781口
2017-06-09,10230,10252,10186,10191,33236口,31596口,1640口,48口,244口,-196口,12366口,15592口,-3226口,78829口,20001口,58828口,1883口,36157口,-34274口,14110口,12633口,1477口,69450口,60938口,60084口,51539口,46745口,50451口,41052口,42797口
2017-06-12,10129,10159,10110,10118,37984口,38092口,-108口,64口,1482口,-1418口,14901口,18219口,-3318口,80611口,21985口,58626口,1511口,37203口,-35692口,13078口,14911口,-1833口,71189口,62847口,62010口,50586口,48769口,51430口,48769口,43137口
2017-06-13,10123,10143,10106,10136,29356口,30979口,-1623口,519口,68口,451口,17492口,16269口,1223口,79700口,22660口,57040口,1505口,36746口,-35241口,14032口,14654口,-622口,71257口,62543口,61636口,50181口,49133口,51188口,49133口,42594口
2017-06-14,10161,10165,10021,10062,49571口,54667口,-5096口,2329口,2812口,-483口,27152口,26066口,1086口,74804口,22872口,51932口,1450口,37174口,-35724口,14260口,13803口,457口,70283口,63619口,60419口,54400口,48169口,52313口,48169口,43094口
2017-06-15,10051,10075,10018,10072,42904口,42979口,-75口,4463口,4466口,-3口,17303口,15607口,1696口,77043口,25185口,51858口,1507口,37234口,-35727口,14468口,12327口,2141口,70493口,63379口,61176口,54618口,48547口,51625口,48547口,42864口
2017-06-16,10078,10159,10061,10146,51764口,48169口,3595口,6772口,5179口,1593口,19345口,21689口,-2344口,75642口,20188口,55454口,1822口,35956口,-34134口,14496口,14691口,-195口,65563口,61043口,56078口,49767口,43556口,50335口,43556口,41107口
2017-06-19,10164,10251,10160,10240,65197口,65496口,-299口,17926口,17309口,617口,25419口,24289口,1130口,80817口,25700口,55117口,1950口,35467口,-33517口,14581口,13603口,978口,67557口,62997口,59615口,52714口,46786口,50240口,46786口,41836口
2017-06-20,10276,10353,10268,10322,66072口,65327口,745口,8520口,8170口,350口,29726口,29477口,249口,82751口,26903口,55848口,1934口,35101口,-33167口,16415口,15538口,877口,67451口,64598口,55228口,52833口,46562口,51389口,46562口,42088口
2017-06-21,10273,10371,10267,10369,58985口,54917口,4068口,762口,725口,37口,32525口,33716口,-1191口,77879口,19079口,58800口,1874口,34989口,-33115口,6590口,11699口,-5109口,66126口,57319口,62372口,49811口,47721口,47592口,47721口,43734口
2017-06-22,10198,10234,10174,10231,38664口,39992口,-1328口,407口,71口,336口,15679口,13947口,1732口,77347口,19772口,57575口,1885口,34664口,-32779口,7977口,11351口,-3374口,65601口,57250口,61481口,50097口,48066口,48527口,43946口,44314口
2017-06-23,10221,10245,10193,10215,31744口,32473口,-729口,875口,89口,786口,11575口,13580口,-2005口,76549口,19633口,56916口,2162口,34155口,-31993口,7817口,13193口,-5376口,64957口,58385口,60642口,48436口,47711口,48490口,43396口,44069口
2017-06-26,10207,10395,10202,10381,64921口,68068口,-3147口,1274口,39口,1235口,32399口,27799口,4600口,77463口,23836口,53627口,2212口,32970口,-30758口,12775口,13618口,-843口,65538口,59320口,61212口,49829口,46993口,47986口,46993口,40174口
2017-06-27,10390,10412,10353,10368,38289口,43260口,-4971口,217口,103口,114口,17961口,17111口,850口,75761口,27063口,48698口,2175口,32819口,-30644口,13922口,13942口,-20口,66677口,60523口,61732口,50217口,48185口,48990口,43240口,40350口
2017-06-28,10303,10342,10247,10261,53740口,53175口,565口,51口,741口,-690口,25030口,27622口,-2592口,76546口,27275口,49271口,1949口,33283口,-31334口,11614口,14227口,-2613口,66760口,58841口,61884口,51298口,48109口,48473口,43233口,43498口
2017-06-29,10325,10356,10260,10295,42377口,42358口,19口,64口,191口,-127口,16398口,16231口,167口,77496口,28220口,49276口,1856口,33317口,-31461口,11630口,14037口,-2407口,67657口,59257口,59219口,51767口,49035口,48408口,44157口,43431口
2017-06-30,10220,10263,10196,10252,44950口,46376口,-1426口,95口,495口,-400口,19296口,18278口,1018口,77901口,29951口,47950口,1905口,33766口,-31861口,11838口,13192口,-1354口,68399口,60724口,60212口,53201口,49341口,49104口,49341口,44211口
2017-07-03,10260,10289,10231,10288,36734口,38046口,-1312口,78口,13口,65口,15600口,13216口,2384口,76904口,30258口,46646口,1950口,33746口,-31796口,13216口,12202口,1014口,68050口,60283口,59568口,53434口,49145口,49241口,49145口,44247口
2017-07-04,10303,10306,10210,10215,43390口,44710口,-1320口,61口,387口,-326口,19092口,20432口,-1340口,76301口,30864口,45437口,1948口,34070口,-32122口,12754口,13002口,-248口,67197口,60019口,59495口,53772口,49000口,49129口,49000口,44698口
2017-07-05,10215,10304,10171,10299,52046口,47802口,4244口,638口,263口,375口,28525口,28597口,-72口,79250口,29551口,49699口,1932口,33679口,-31747口,11733口,12067口,-334口,67069口,59644口,59999口,53393口,49514口,48032口,49514口,43677口
2017-07-06,10323,10329,10237,10267,41731口,47032口,-5301口,158口,102口,56口,17326口,15845口,1481口,74051口,29617口,44434口,1968口,33659口,-31691口,13379口,12132口,1247口,65488口,59823口,54305口,51429口,48009口,47733口,48009口,43444口
2017-07-07,10225,10246,10195,10202,37267口,40564口,-3297口,0口,925口,-925口,18316口,17414口,902口,72856口,31610口,41246口,1809口,34425口,-32616口,14393口,12162口,2231口,66217口,60722口,53579口,51946口,47382口,48012口,47382口,43758口
2017-07-10,10226,10242,10180,10209,35190口,34332口,858口,137口,56口,81口,15654口,17507口,-1853口,73571口,31499口,42072口,1847口,34382口,-32535口,13273口,12879口,394口,64962口,61679口,53252口,54892口,46626口,48267口,46626口,43886口
